qdate,y_001m,y_003m,y_012m,y_024m,y_036m,y_048m,y_060m,y_120m,inflation,FFR,D12,E12,Index,AAA,BAA,LTR,CORPR,TBL,AHETPI,CPIAUCSL,DSPIC96,HSN1F,INDPRO,M1NS,NAPM,PAYEMS,PCE,PPICRM,PPIFGS,TCU,UNRATE,output,employment,house_orders,money_finance,price,real_activity,nominal_price
20091030,0.015,0.051,0.405,0.888,1.352,1.901,2.338,3.7947,-0.236410977,0.12,23.402,25.35,1036.19,0.0515,0.0629,-0.0171,0.0016,0.0007,2.699948021,-0.226097244,-2.678059548,0.760459939,-8.013893014,12.89816656,55.9,-4.757185226,-0.342854042,-13.93685013,-2.098177339,69.1,10,,,,,,,
20091130,0.086,0.056,0.283,0.638,1.083,1.565,2.023,3.5711,1.882216061,0.12,22.9046,38.16,1095.63,0.0519,0.0632,0.0208,0.0044,0.0005,2.584958146,1.877843212,-2.896711933,-3.665331765,-6.421503376,10.5935291,54.3,-4.196737277,1.316571768,4.547425755,2.288429383,69.5,9.9,,,,,,,
20091231,0.051,0.061,0.503,1.135,1.655,2.193,2.719,4.1824,2.822637868,0.12,22.4073,50.97,1115.1,0.0526,0.0637,-0.0584,-0.0275,0.0005,2.469261259,2.766013192,-1.765435168,-6.861401185,-3.195141817,5.473142675,55.8,-3.838194581,2.930531156,13.27533751,4.493843668,70,9.9,,,,,,,
20100129,0.025,0.081,0.31,0.788,1.329,1.838,2.35,3.9561,2.607194082,0.11,22.241,54.29,1073.87,0.0526,0.0625,0.0264,0.0096,0.0006,2.625385184,2.564929831,-1.393813676,2.932761509,0.041649504,5.736582036,56.7,-3.258544272,2.580092849,23.1166517,4.62279169,70.8,9.7,,,,,,,
20100226,0.086,0.122,0.365,0.812,1.355,1.854,2.337,3.9532,2.129938963,0.13,22.0746,57.61,1104.49,0.0535,0.0634,0.0032,0.0039,0.0011,2.514173615,2.126434081,-0.019155833,-7.82521969,1.021393366,8.254846579,55.8,-2.742072205,3.042204953,27.28033564,4.299888524,71.3,9.8,,,,,,,
20100331,0.137,0.157,0.458,1.004,1.57,2.133,2.588,4.1186,2.285399698,0.16,21.9083,60.93,1169.43,0.0527,0.0627,-0.0179,0.0045,0.0015,2.295270231,2.269394441,0.559542132,12.72432269,3.334236824,8.151812489,59.3,-1.992638721,4.090362803,28.17639739,5.686286189,71.9,9.8,,,,,,,
20100430,0.147,0.162,0.415,0.944,1.482,2.021,2.451,3.9333,2.174393507,0.2,21.953,62.9867,1186.69,0.0529,0.0625,0.0304,0.0357,0.0016,2.452148453,2.170854272,0.83960349,22.01717809,4.605053182,5.331963753,59,-1.282687747,4.20556568,24.7282027,5.102855346,72.4,9.9,,,,,,,
20100528,0.142,0.162,0.365,0.753,1.223,1.767,2.119,3.6032,1.986873116,0.2,21.9976,65.0433,1089.41,0.0496,0.0605,0.0437,-0.0051,0.0016,2.502126806,1.955153304,0.052654326,-29.12344741,7.219060465,5.463012404,58.8,-0.61032532,4.227561691,19.54142279,4.761438508,73.7,9.6,,,,,,,
20100630,0.167,0.177,0.307,0.571,0.945,1.445,1.797,3.24,1.181613755,0.18,22.0423,67.1,1030.71,0.0488,0.0623,0.0446,0.0519,0.0012,2.498136819,1.139959098,2.125620051,-24.69618643,7.815835834,4.17414994,56,-0.370023913,3.684095914,12.87451564,2.672891565,73.9,9.4,,,,,,,
20100730,0.152,0.147,0.279,0.527,0.801,1.222,1.615,3.1736,1.383196721,0.18,22.1469,68.6867,1101.6,0.0472,0.0601,0.0024,0.017,0.0016,2.440439417,1.352087669,2.652590267,-38.73814327,7.547799105,3.597958099,55.7,-0.154539929,3.702872746,19.02267363,4.056540184,74.5,9.5,,,,,,,
20100831,0.162,0.122,0.248,0.465,0.682,1.021,1.343,2.663,1.19660976,0.19,22.2514,70.2733,1049.33,0.0449,0.0566,0.0702,0.0473,0.0016,2.328147482,1.191596902,3.206116542,-40.78603188,6.724869393,5.211694782,57.4,-0.016163482,3.074097512,17.24186002,3.219707654,74.8,9.6,,,,,,,
20100930,0.147,0.162,0.3,0.415,0.647,0.961,1.282,2.7339,1.12979433,0.19,22.356,71.86,1141.2,0.0453,0.0566,-0.0153,-0.0144,0.0015,2.271024458,1.142680086,3.014244429,-20.00951559,6.506650656,5.941169575,56.4,0.116324319,4.089025916,18.85283086,3.837942815,75.2,9.5,,,,,,,
20101029,0.137,0.122,0.267,0.313,0.511,0.842,1.177,2.8482,1.161297475,0.19,22.4807,73.69,1183.26,0.0468,0.0572,-0.0317,-0.0203,0.0013,2.473159464,1.168336305,3.772515963,-33.95071403,5.927848695,6.013297885,57,0.441386189,4.125411645,15.86263179,4.208194543,74.9,9.5,,,,,,,
20101130,0.182,0.172,0.317,0.444,0.716,1.083,1.479,3.0356,1.061865402,0.19,22.6053,75.52,1180.55,0.0487,0.0592,-0.0137,-0.0057,0.0014,2.208291629,1.066544834,3.500823895,-26.74438102,5.858862562,8.30058622,58,0.566774454,4.317372465,12.20322135,3.282631318,75.2,9.8,,,,,,,
20101231,0.086,0.127,0.352,0.575,1.008,1.545,2.04,3.5448,1.427552734,0.18,22.73,77.35,1257.64,0.0502,0.061,-0.0388,-0.0036,0.0014,1.94282824,1.409066041,3.149780166,-6.151280022,6.523003975,8.179064805,57.3,0.791023322,4.11464192,15.18129888,3.813670221,76,9.4,,,,,,,
20110131,0.162,0.147,0.311,0.538,0.97,1.443,1.972,3.6494,1.650281868,0.17,22.9637,78.67,1286.12,0.0504,0.0609,-0.0196,-0.0198,0.0015,2.196741055,1.626927254,2.719345236,-10.98664776,5.624923654,10.27517977,59.9,0.906314556,4.31545216,10.19299806,3.561044577,76.1,9.1,,,,,,,
20110228,0.091,0.142,0.312,0.674,1.165,1.671,2.169,3.6385,2.094260108,0.16,23.1973,79.99,1327.22,0.0522,0.0615,0.0113,0.0157,0.0013,2.0910328,2.098824212,2.66441007,-20.2286988,5.027316129,9.768677711,59.8,1.10188865,4.633140659,15.27588912,5.300339138,75.9,9,,,,,,,
20110331,0.071,0.101,0.299,0.813,1.309,1.819,2.293,3.6977,2.634096973,0.14,23.431,81.31,1325.83,0.0513,0.0603,-0.0006,-0.0072,0.001,2.03715585,2.611391761,2.400921886,-23.29315577,5.202420523,9.832262547,59.7,1.143835328,4.632309934,15.3481022,5.327346544,76.5,8.9,,,,,,,
20110429,0.025,0.046,0.224,0.592,1.029,1.504,2,3.5526,3.036620781,0.1,23.7343,82.1633,1363.61,0.0516,0.0602,0.0199,0.0239,0.0006,2.084494443,3.016519952,1.577754348,-28.45124977,4.340237565,11.0765463,59.7,1.150887744,4.804486576,21.06011775,6.12491596,76.1,9,,,,,,,
20110531,0.051,0.061,0.185,0.452,0.796,1.23,1.719,3.27,3.460387608,0.09,24.0377,83.0167,1345.2,0.0496,0.0578,0.0355,0.0257,0.0004,2.132720627,3.373669938,0.906656794,9.174511364,3.1175318,12.44809583,54.2,0.794908839,4.745991119,20.2092223,6.401317308,76.3,9,,,,,,,
20110630,0.01,0.02,0.188,0.439,0.82,1.292,1.771,3.4302,3.561880835,0.09,24.341,83.87,1320.64,0.0499,0.0575,-0.0179,-0.021,0.0004,2.077996849,3.452948324,0.83755971,-1.311494208,3.085899547,12.09219109,55.8,0.987257954,4.582037417,22.96387028,6.622060732,76.3,9.1,,,,,,,
20110729,0.101,0.101,0.229,0.346,0.556,0.928,1.368,3.0174,3.63085121,0.07,24.621,84.9067,1292.28,0.0493,0.0576,0.0422,0.0473,0.0004,2.279891496,3.550300212,0.907712869,5.576357452,3.313073578,14.95656955,51.4,1.104958252,4.973065876,20.92682048,6.921681058,77,9.1,,,,,,,
20110831,0.01,0.015,0.142,0.205,0.34,0.62,0.98,2.3951,3.745986607,0.1,24.901,85.9433,1218.89,0.0437,0.0536,0.0862,0.024,0.0002,1.967955795,3.693187229,0.511076883,4.225980929,3.368647975,18.96464775,52.5,1.20887151,4.533857717,17.23034405,6.405202149,77.1,9.1,,,,,,,
20110930,0.025,0.025,0.178,0.262,0.425,0.664,0.968,2.0606,3.863154375,0.08,25.181,86.98,1131.42,0.0409,0.0527,0.0704,0.0575,0.0001,1.964902926,3.821377109,0.775148051,-4.531519621,3.163741794,18.65639527,52.5,1.383160606,4.964103248,18.34315228,6.950953386,77.2,9,,,,,,,
20111031,0.015,0.008,0.16,0.25,0.407,0.668,0.988,2.3063,3.530658094,0.07,25.5957,86.97,1253.3,0.0398,0.0537,-0.0306,0.0094,0.0002,1.700633617,3.492315853,0.815986382,9.788584124,4.12998721,18.57027544,51.8,1.29893278,4.561247534,11.88925219,5.868350183,77.6,8.9,,,,,,,
20111130,0.01,0.005,0.176,0.266,0.417,0.674,0.974,2.2063,3.452847984,0.08,26.0103,86.96,1246.96,0.0387,0.0514,0.0251,-0.0356,0.0001,1.80370775,3.392828592,0.734633043,11.50693298,4.03055966,16.88830112,52.2,1.325017764,4.222439149,13.31921221,5.588045839,77.7,8.7,,,,,,,
20111230,0.01,0.015,0.165,0.24,0.392,0.583,0.86,1.9843,3.024928788,0.07,26.425,86.95,1257.6,0.0393,0.0525,0.027,0.0512,0.0001,1.854767236,2.958778523,0.819744957,2.976410191,3.698450028,16.57907698,53.1,1.401756836,4.03103919,6.586742499,4.610087831,78.2,8.5,,,,,,,
1/1/12,0.02,0.03,0.12,0.24,0.36,0.514510638,0.84,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/12,0.06,0.09,0.16,0.28,0.38,0.668565906,0.83,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/12,0.06,0.08,0.19,0.34,0.51,0.809806261,1.02,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/12,0.07,0.08,0.18,0.29,0.43,0.620242577,0.89,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/12,0.07,0.09,0.19,0.29,0.39,0.530804194,0.76,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/12,0.05,0.09,0.19,0.29,0.39,0.593026243,0.71,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/12,0.07,0.1,0.19,0.25,0.33,0.45472675,0.62,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/12,0.09,0.1,0.18,0.27,0.37,0.453471717,0.71,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/12,0.08,0.11,0.18,0.26,0.34,0.468196717,0.67,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/12,0.11,0.1,0.18,0.28,0.37,0.56436521,0.71,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/12,0.12,0.09,0.18,0.27,0.36,0.480664875,0.67,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/12,0.04,0.07,0.16,0.26,0.35,0.550475754,0.70,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/13,0.05,0.07,0.15,0.27,0.39,0.650706994,0.81,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/13,0.08,0.1,0.16,0.27,0.40,0.562192057,0.85,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/13,0.08,0.09,0.15,0.26,0.39,0.566868604,0.82,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/13,0.05,0.06,0.12,0.23,0.34,0.490176043,0.71,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/13,0.02,0.04,0.12,0.25,0.40,0.786488367,0.84,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/13,0.03,0.05,0.14,0.33,0.58,1.071020935,1.20,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/13,0.02,0.04,0.12,0.34,0.64,1.02281494,1.40,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/13,0.04,0.04,0.13,0.36,0.70,1.250212938,1.52,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/13,0.02,0.02,0.12,0.40,0.78,1.049209456,1.60,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/13,0.11,0.05,0.12,0.34,0.63,0.976999065,1.37,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/13,0.05,0.07,0.12,0.30,0.58,0.99627599,1.37,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/13,0.02,0.07,0.13,0.34,0.69,1.309453582,1.58,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/14,0.02,0.04,0.12,0.39,0.78,1.138615172,1.65,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/14,0.05,0.05,0.12,0.33,0.69,1.148440768,1.52,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/14,0.05,0.05,0.13,0.40,0.82,1.373779702,1.64,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/14,0.02,0.03,0.11,0.42,0.88,1.33781471,1.70,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/14,0.03,0.03,0.10,0.39,0.83,1.215168201,1.59,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/14,0.02,0.04,0.10,0.45,0.90,1.302817693,1.68,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/14,0.02,0.03,0.11,0.51,0.97,1.477572148,1.70,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/14,0.03,0.03,0.11,0.47,0.93,1.376778104,1.63,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/14,0.01,0.02,0.11,0.57,1.05,1.524567494,1.77,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/14,0.02,0.02,0.10,0.45,0.88,1.370746099,1.55,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/14,0.04,0.02,0.13,0.53,0.96,1.264889936,1.62,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/14,0.03,0.03,0.21,0.64,1.06,1.447084398,1.64,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/15,0.02,0.03,0.20,0.55,0.90,1.031244821,1.37,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/15,0.02,0.02,0.22,0.62,0.99,1.326061719,1.47,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/15,0.02,0.03,0.25,0.64,1.02,1.186934283,1.52,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,0.02,0.02,0.23,0.54,0.87,1.230917056,1.35,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/15,0.01,0.02,0.24,0.61,0.98,1.274703854,1.54,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/15,0.01,0.02,0.28,0.69,1.07,1.377046813,1.68,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/15,0.03,0.03,0.30,0.67,1.03,1.327977265,1.63,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/15,0.04,0.07,0.38,0.70,1.03,1.373322261,1.54,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/15,0.01,0.02,0.37,0.71,1.01,1.194418364,1.49,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/15,0.01,0.02,0.26,0.64,0.93,1.342683578,1.39,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15,0.07,0.13,0.48,0.88,1.20,1.488404577,1.67,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/15,0.17,0.23,0.65,0.98,1.28,1.592138978,1.70,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/16,0.23,0.26,0.54,0.90,1.14,1.192308538,1.52,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/16,0.26,0.31,0.53,0.73,0.90,1.110968065,1.22,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/16,0.25,0.3,0.66,0.88,1.04,1.077251229,1.38,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/16,0.19,0.23,0.56,0.77,0.92,1.144551324,1.26,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/16,0.23,0.28,0.59,0.82,0.97,1.2454491,1.30,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/16,0.22,0.27,0.55,0.73,0.86,0.891310077,1.17,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/16,0.26,0.3,0.51,0.67,0.79,0.925815808,1.07,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/16,0.26,0.3,0.57,0.74,0.85,1.110635232,1.13,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/16,0.19,0.29,0.59,0.77,0.90,1.064634456,1.18,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/16,0.24,0.33,0.66,0.84,0.99,1.213192963,1.27,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/16,0.3,0.45,0.74,0.98,1.22,1.691072782,1.60,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/16,0.42,0.51,0.87,1.20,1.49,1.763083361,1.96,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/17,0.5,0.52,0.83,1.21,1.48,1.750395035,1.92,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/17,0.48,0.53,0.82,1.20,1.47,1.754111732,1.90,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/17,0.66,0.75,1.01,1.31,1.59,1.775563797,2.01,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/17,0.75,0.81,1.04,1.24,1.44,1.676997175,1.82,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/17,0.73,0.9,1.12,1.30,1.48,1.632307239,1.84,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/17,0.84,1,1.20,1.34,1.49,1.746530473,1.77,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/17,0.97,1.09,1.22,1.37,1.54,1.697977435,1.87,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/17,0.98,1.03,1.23,1.34,1.48,1.596178142,1.78,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/17,0.99,1.05,1.28,1.38,1.51,1.801463354,1.80,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/17,1,1.09,1.40,1.55,1.68,1.897012159,1.98,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/17,1.09,1.25,1.56,1.70,1.81,2.046809589,2.05,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/17,1.2,1.34,1.70,1.84,1.96,2.105631665,2.18,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
