qdate,y_001m,y_003m,y_012m,y_024m,y_036m,y_048m,y_060m,y_120m,inflation,FFR,D12,E12,Index,AAA,BAA,LTR,CORPR,TBL,AHETPI,CPIAUCSL,DSPIC96,HSN1F,INDPRO,M1NS,NAPM,PAYEMS,PCE,PPICRM,PPIFGS,TCU,UNRATE,output,employment,house_orders,money_finance,price,real_activity,nominal_price
19720131,3.259,3.442,4.124,4.802,5.328,5.476,5.715,6.1531,3.258145363,3.5,3.07,5.7367,103.94,0.0719,0.0823,-0.0063,-0.0033,0.0338,7.654007712,3.206193246,3.326293433,12.17306453,6.619471104,6.414143687,59.6,2.203688341,7.883899646,8.269171585,2.719574281,82.7,5.8,-1.163392689,-0.374206268,-1.599941761,-0.91597575,-0.623226654,-0.695426357,-0.623226654
19720229,3.361,3.452,4.288,4.766,5.242,5.438,5.661,6.1372,3.759398496,3.29,3.07,5.7733,106.57,0.0727,0.0823,0.0088,0.0107,0.032,7.612369547,3.690455694,3.772989071,14.01839723,7.740003222,6.590832448,60.6,2.575129921,8.051701063,5.947698664,2.948616565,83.2,5.7,-1.35125038,-0.504174718,-1.511415199,-0.702697938,-0.570449221,-0.853997749,-0.570449221
19720330,3.615,3.933,4.934,5.524,5.776,5.871,5.995,6.1792,3.5,3.83,3.07,5.81,107.2,0.0724,0.0824,-0.0082,0.0024,0.0373,7.571182174,3.440142672,3.734142894,-6.20941298,8.60272284,6.831488447,59.8,2.901374552,9.429897665,7.350246199,2.699550434,83.7,5.8,-1.549020688,-0.680219435,-1.487010604,-0.41227371,-0.535306154,-1.040013887,-0.535306154
19720428,3.442,3.708,4.51,5.108,5.524,5.64,5.794,6.1501,3.49127182,4.17,3.07,5.8633,107.67,0.073,0.0824,0.0027,0.0035,0.0371,7.810158769,3.431709292,3.458901758,3.269236169,9.06046289,6.766709089,59.3,2.948896063,8.878413844,7.232066158,2.451103101,84.3,5.7,-1.60304317,-0.744471527,-1.462259065,-0.340891968,-0.525006371,-1.108797004,-0.525006371
19720531,3.584,3.882,4.627,4.944,5.377,5.557,5.711,6.1326,3.225806452,4.27,3.07,5.9167,109.53,0.073,0.0823,0.027,0.0163,0.0369,7.232066158,3.174869831,3.824098252,9.118281545,8.514770171,5.944099872,61.4,3.068361281,9.257707603,8.770558042,2.439145312,84.1,5.7,-1.619457983,-0.762146247,-1.604248422,-0.380451922,-0.703394178,-1.121028307,-0.703394178
19720630,3.788,4.148,5.248,5.432,5.698,5.851,5.905,6.1242,2.962962963,4.46,3.07,5.97,107.14,0.0723,0.082,-0.0065,-0.0068,0.0391,6.93611278,2.919915469,1.912897812,6.153478844,8.365541761,5.75322037,58.6,3.457965572,8.509670419,8.470669747,2.67330622,84.1,5.7,-1.34599239,-0.878953137,-1.452073434,-0.457120391,-0.90191385,-1.079161556,-0.90191385
19720731,3.656,3.943,4.946,5.244,5.663,5.858,5.887,6.1415,2.955665025,4.55,3.0733,6.0267,107.39,0.0721,0.0823,0.0216,0.003,0.0398,7.174390486,2.912827292,4.295638555,-3.605293134,8.626701107,6.033712655,60.1,3.300420226,9.719018425,10.81421586,3.406655456,83.8,5.6,-1.545755279,-0.829507861,-1.629562749,-0.532866006,-0.797286328,-1.132151168,-0.797286328
19720831,4.51,4.64,5.482,5.63,5.888,6.113,6.079,6.3556,2.948402948,4.8,3.0767,6.0833,111.09,0.0719,0.0819,0.0029,0.0072,0.0402,6.862850639,2.905773448,4.727222214,15.95555141,10.51348959,6.534879206,61.7,3.806514331,9.690425635,11.84035755,3.144152583,84.7,5.6,-1.93569956,-1.054895996,-1.856638256,-0.441543548,-0.804913503,-1.434309743,-0.804913503
19720929,4.602,4.64,5.644,5.787,5.928,6.005,6.051,6.3412,3.18627451,4.87,3.08,6.14,110.55,0.0722,0.0809,-0.0083,0.0031,0.0466,7.098906124,3.136565928,4.895769459,20.47351516,9.632939937,7.064781601,65.1,3.630580797,9.165289015,12.61512853,3.619212859,85.1,5.5,-1.828684426,-1.043294395,-2.151975539,-0.355524451,-0.358628212,-1.385052048,-0.358628212
19721031,4.652,4.856,5.537,5.754,5.933,6.083,6.09,6.2884,3.178484108,5.04,3.1033,6.2333,111.58,0.0721,0.0806,0.0234,0.0101,0.0474,7.585334252,3.129015799,6.97714273,26.46206635,10.25884336,7.480121308,67,4.142369504,10.50678307,11.65612884,3.144152583,86,5.6,-2.041311187,-1.124509227,-2.360194974,-0.254718475,-0.203412049,-1.515114707,-0.203412049
19721130,5.101,4.979,5.392,5.64,5.806,6.01,6.004,6.2207,3.414634146,5.06,3.1267,6.3267,116.67,0.0712,0.0799,0.0226,0.0249,0.0478,7.565536124,3.357629553,7.849284608,3.460552918,10.99948042,7.937007699,69.9,4.252423622,10.49868468,12.67517056,3.610500464,86.8,5.3,-2.193584766,-1.322496058,-2.328885652,-0.245965657,0.07878024,-1.705999705,0.07878024
19721229,5.01,5.246,5.525,5.916,5.989,6.06,6.167,6.276,3.406326034,5.33,3.15,6.42,118.05,0.0708,0.0793,-0.0229,-0.0004,0.0507,7.238300766,3.349595443,7.641960383,11.3743279,10.98692128,8.811240532,70.5,4.291665391,10.16148075,16.33250561,3.819079873,87.5,5.2,-2.220329904,-1.38763107,-2.436877284,-0.103099642,0.135240319,-1.759043563,0.135240319
19730131,5.724,5.801,6.144,6.209,6.277,6.371,6.299,6.39,3.640776699,5.94,3.1567,6.5467,116.03,0.0715,0.079,-0.0321,-0.0054,0.0541,5.876530923,3.576066388,7.666677682,11.23560471,9.291723319,8.71532109,72.1,4.289314519,11.00264607,17.43533871,4.762804899,87.8,4.9,-1.892820026,-1.391847027,-2.531370112,0.331064548,0.249734463,-1.629936649,0.249734463
19730228,5.793,5.976,6.404,6.517,6.58,6.609,6.589,6.5001,3.8647343,6.58,3.1633,6.6733,111.68,0.0722,0.0797,0.0014,0.0023,0.056,5.599426935,3.791923486,8.096772243,3.591546239,9.856325382,8.17551231,69.6,4.52760806,11.50546033,21.20587189,5.189843813,88.8,5,-2.028280105,-1.496470062,-2.369776058,0.662634146,0.271267612,-1.743348832,0.271267612
19730330,6.089,6.584,6.93,6.799,6.696,6.632,6.647,6.5815,4.830917874,7.09,3.17,6.8,111.52,0.0729,0.0803,0.0082,0.0045,0.0609,5.571060701,4.717856028,8.202522612,12.47034785,9.121233056,7.120592943,69.6,4.478370269,10.58795503,25.77097989,7.237696947,88.6,4.9,-1.772813922,-1.467911413,-2.306355211,0.801678503,0.660264793,-1.62603669,0.660264793
19730430,6.16,6.409,6.701,6.631,6.631,6.55,6.568,6.5878,5.301204819,7.12,3.1867,6.9433,106.97,0.0726,0.0809,0.0046,0.0061,0.0626,5.542980494,5.165467486,8.338762088,-3.420407777,7.931628343,6.969615585,67.7,4.402558327,10.50821469,25.81814081,7.911100165,88.1,5,-1.384793864,-1.383154549,-1.978786084,0.752300444,0.950122536,-1.412473005,0.950122536
19730531,6.822,7.078,6.944,6.729,6.617,6.542,6.594,6.6316,5.528846154,7.84,3.2033,7.0867,104.95,0.0729,0.0806,-0.0105,-0.0039,0.0636,5.773246667,5.381415281,7.836291749,-2.543143789,8.623077687,7.705673949,64.8,4.236109289,10.48340613,28.95886507,8.096906253,88.4,4.9,-1.453236044,-1.360727826,-1.956760139,1.095651312,1.158961125,-1.429822118,1.158961125
19730629,7.63,7.697,7.556,6.964,6.879,6.71,6.717,6.669,5.995203837,8.49,3.22,7.23,104.26,0.0737,0.0813,-0.0021,-0.0056,0.0719,6.001800973,5.822366028,7.940313898,-5.536192933,8.402591945,8.248328096,65,4.150722607,10.31713988,33.35673689,8.721119715,88.1,4.9,-1.450370224,-1.402554404,-1.916293074,1.303222976,1.57624059,-1.456619309,1.57624059
19730731,8.557,8.528,8.626,7.961,7.793,7.831,7.639,7.3134,5.741626794,10.4,3.2367,7.3833,108.22,0.0745,0.0824,-0.0433,-0.0476,0.0801,6.213178111,5.582844955,7.284171643,-12.49673716,8.867865061,7.646523226,57.8,4.252400077,10.39865152,27.19337155,8.261576552,88.2,4.8,-1.316413952,-1.431024699,-1.661683063,2.013156737,1.410186702,-1.422890052,1.410186702
19730831,8.724,8.877,8.367,7.657,7.245,7.127,7.049,6.9764,7.398568019,10.5,3.2533,7.5367,104.25,0.0768,0.0853,0.0391,0.0356,0.0867,5.942342047,7.137666284,6.055925638,-31.16849704,7.387085691,6.840618916,62.7,4.00442126,9.455085615,46.4092895,11.24779834,87.8,4.8,-0.828453814,-1.239635828,-1.656975802,2.092843429,2.02416065,-1.105085974,2.02416065
19730928,7.59,7.139,7.66,6.959,6.603,6.584,6.539,6.7629,7.363420428,10.78,3.27,7.69,108.43,0.0763,0.0863,0.0318,0.0356,0.0829,6.152001062,7.104934615,6.206824747,-31.27658958,7.545706467,5.860424699,63.5,3.976795723,10.70442754,40.79312006,10.55974544,88.3,4.8,-0.95080514,-1.2062936,-1.36163254,2.154472241,1.738616408,-1.129474356,1.738616408
19731031,7.163,7.533,7.122,6.721,6.64,6.672,6.632,6.6317,8.056872038,10.01,3.3067,7.8467,108.29,0.076,0.0841,0.0215,-0.0066,0.0722,5.8696553,7.748749548,4.777093978,-40.01412269,6.865075946,5.613413843,66.2,3.85266689,8.83173444,35.78966912,10.82135846,88.6,4.6,-0.668374707,-1.253163703,-1.197788014,1.965186995,1.896975918,-1.052529738,1.896975918
19731130,7.672,7.47,7.424,6.693,6.605,6.597,6.607,6.5164,8.254716981,10.03,3.3433,8.0033,95.96,0.0767,0.0842,-0.0183,0.0078,0.0783,6.092017376,7.931675483,3.795794258,-29.54216968,6.191781921,5.87943602,68.1,3.852014099,9.137251904,33.98678256,10.96068065,88.8,4.8,-0.542261165,-1.048266106,-1.264056509,2.103720612,1.985650248,-0.867406614,1.985650248
19731231,7.68,7.638,7.124,6.689,6.631,6.657,6.682,6.7377,8.941176471,9.95,3.38,8.16,97.55,0.0768,0.0848,-0.0082,-0.0089,0.0745,5.812774162,8.563788516,2.900432136,-39.70806669,4.80147335,5.359443232,63.6,3.607579495,8.419285965,29.9597107,10.8633841,88.3,4.9,0.030982287,-0.797433705,-0.693840376,2.154805178,2.133757236,-0.479613586,2.133757236
19740131,7.785,7.657,6.885,6.669,6.709,6.748,6.741,6.9154,9.601873536,9.65,3.4,8.2267,96.57,0.0783,0.0848,-0.0083,-0.0053,0.0777,5.550278432,9.168428269,2.717656414,-40.09936858,3.40577551,4.648455904,62.1,3.232047346,8.046542746,34.12228394,12.65301972,87.4,5.1,0.344478763,-0.523521857,-0.610266182,1.938380426,2.35185031,-0.17635218,2.35185031
19740228,7.734,7.636,7.021,6.814,6.689,6.794,6.806,6.8783,10,8.97,3.42,8.2933,96.22,0.0785,0.0853,-0.0024,0.0009,0.0712,6.004204097,9.53101798,0.946510263,-31.28723213,1.619013822,4.986312565,58.6,2.899016786,7.489259361,31.12866302,13.3243995,86.9,5.2,0.856155479,-0.259531475,-0.734948279,1.612892828,2.660934974,0.193651956,2.660934974
19740329,8.724,8.483,8.115,7.683,7.574,7.498,7.413,7.3419,10.13824885,9.35,3.44,8.36,93.98,0.0801,0.0862,-0.0292,-0.0307,0.0796,5.97549305,9.656619839,-0.202415186,-23.70326635,1.586713538,5.740400712,61.8,2.599430878,7.94990967,23.40373447,12.27755573,86.6,5.1,0.828601733,-0.196558007,-0.673902568,1.48867314,2.402704979,0.219932092,2.402704979
19740430,9.241,9.129,8.67,8.147,8.057,8.007,7.937,7.7011,10.06864989,10.51,3.46,8.4867,90.31,0.0825,0.0887,-0.0253,-0.0341,0.0833,6.17773597,9.593407501,-0.401801718,-19.4804593,1.498535219,5.551664693,59.9,2.490441293,8.62554138,19.0273885,12.5952409,86.2,5.1,0.75589323,-0.015651571,-0.508911593,1.935303093,2.16906601,0.312341847,2.16906601
19740531,8.14,8.276,8.315,7.971,7.937,7.9,7.729,7.6439,10.70615034,11.31,3.48,8.6133,87.28,0.0837,0.0905,0.0123,0.0105,0.0823,6.834225338,10.17092108,-0.684014243,-11.21172981,1.56357818,4.863825774,55.7,2.449975304,9.185743576,10.47889238,13.10282624,86.6,5.1,0.768886845,-0.049593998,-0.1057582,2.235521648,2.373737258,0.292726874,2.373737258
19740628,8.048,7.511,8.608,8.27,8.139,8.213,8.074,7.7173,10.85972851,11.93,3.5,8.74,86,0.0847,0.0927,0.0045,-0.0285,0.079,7.25464207,10.3095509,-0.995555912,-19.65765239,1.456066123,4.536703239,54.7,2.207333908,9.469799078,0.724640852,11.99784262,86.4,5.4,0.732603885,0.190584641,-0.070597276,2.416863867,2.257664904,0.429926906,2.257664904
19740731,8.052,7.854,8.657,8.367,8.321,8.334,8.186,7.683,11.53846154,12.92,3.53,8.8633,79.31,0.0872,0.0948,-0.0029,-0.0211,0.0755,6.979576194,10.9199292,-0.495377499,-11.81990956,1.009376539,4.544515407,54.8,2.215526668,9.36532138,13.01924914,14.91033505,86.2,5.5,0.810806524,0.283786512,0.239567718,2.707132919,2.817711683,0.522381828,2.817711683
19740830,9.542,9.158,9.677,8.656,8.415,8.319,8.376,8.0769,10.88888889,12.01,3.56,8.9867,72.15,0.09,0.0977,-0.0232,-0.0268,0.0896,7.633762748,10.3358513,-0.720947809,-14.01153617,0.23305606,4.774632274,52.9,1.865445499,11.24058736,-1.889820022,13.32653998,85.2,5.5,0.733737042,0.349850286,0.558087455,2.082245981,2.263927387,0.536590188,2.263927387
19740930,6.701,6.678,7.892,8.035,7.812,7.87,7.837,7.816,11.94690265,11.34,3.59,9.11,63.54,0.0924,0.1018,0.0247,0.0174,0.0806,7.802120556,11.28544895,-1.43399308,-9.335131532,-0.581712569,5.018156553,46.2,1.710167084,9.40789481,0,14.65065515,85.1,5.9,1.2421777,0.630974994,1.019610609,2.031399314,2.722788681,0.915004577,2.722788681
19741031,7.183,7.987,7.641,7.703,7.721,7.764,7.773,7.4785,11.84210526,10.06,3.5933,9.0367,73.9,0.0927,0.1048,0.0489,0.0885,0.0746,7.985997583,11.19179162,-2.118729129,-23.20324987,-1.642542074,5.057681633,42.7,1.30832938,9.971696483,7.727754692,16.68897056,84.6,6,1.556844871,0.930459902,1.633375177,1.811706017,2.710818546,1.236298331,2.710818546
19741129,7.805,7.645,7.511,7.193,7.31,7.321,7.389,7.3101,12.20043573,9.45,3.5967,8.9633,69.97,0.0889,0.106,0.0295,0.0117,0.0747,7.731121185,11.51166906,-2.916827677,-19.52012197,-5.485948265,4.830062134,37.9,0.448235984,8.643322998,8.446576679,17.80752659,81.6,6.6,2.385367766,1.445229663,2.098363106,1.386680226,2.576909162,1.895366123,2.576909162
19741231,6.985,7.224,6.875,7.169,7.145,7.141,7.092,7.1617,12.0950324,8.53,3.6,8.89,68.56,0.0889,0.1063,0.0171,-0.0075,0.0715,8.130887407,11.41768291,-2.612710385,-21.88176614,-8.837487221,4.203517394,30.9,-0.485575036,9.258737125,3.98062504,16.96363973,78.6,7.2,2.968841303,1.992563753,2.402663457,1.011877849,2.362422697,2.472545067,2.362422697
19750131,5.876,5.8,6.083,6.641,6.841,7.026,7.155,7.2796,11.75213675,7.13,3.6233,8.7433,76.98,0.0883,0.1081,0.0225,0.0596,0.0626,7.895869673,11.11131681,-2.154779502,-22.88962038,-9.459745392,3.619477528,30.7,-1.038612691,9.773544053,-6.022975508,15.00438979,77.4,8.1,3.079898578,2.44039259,2.744826571,0.473170981,1.821442281,2.796682791,1.821442281
19750228,5.102,5.512,5.862,6.203,6.499,6.608,6.937,7.21,11.205074,6.24,3.6467,8.5967,81.59,0.0862,0.1065,0.0131,0.0137,0.055,7.627013516,10.62058242,-1.417558448,-24.47102569,-11.51791135,3.314804432,34.4,-1.719424723,10.59989673,-10.48422467,13.00040521,75.5,8.1,3.299056924,2.727829923,2.974359848,0.168342347,1.094518513,3.061232628,1.094518513
19750331,5.467,5.739,6.19,6.684,6.972,7.204,7.293,7.444,10.46025105,5.54,3.67,8.45,83.36,0.0867,0.1048,-0.0267,-0.0247,0.0549,7.807754402,9.948555121,-0.61530089,-18.16225005,-12.54910981,3.505205973,31.6,-2.124718508,9.428413632,-8.715730913,11.99939585,74.6,8.6,3.589368592,3.018627027,3.123838903,-0.36500245,0.694414855,3.36122353,0.694414855
19750430,5.397,5.616,6.664,7.381,7.709,7.851,7.85,7.9672,10.18711019,5.49,3.6833,8.2867,87.3,0.0895,0.1058,-0.0182,-0.0052,0.0561,7.114110003,9.700973644,1.307532696,-0.183992692,-12.25003668,3.369048036,37.5,-2.48128612,8.856081813,-1.831858052,11.88782061,74.5,8.8,3.283184578,3.071846727,2.627268336,-0.685820769,0.536780112,3.262187552,0.536780112
19750530,5.04,5.307,6,6.774,7.093,7.282,7.412,7.686,9.259259259,5.22,3.6967,8.1233,91.15,0.089,0.1069,0.0212,0.0106,0.0523,6.396888284,8.855339734,7.120788395,-1.882005933,-13.18167364,4.129282935,41.2,-2.479987896,9.970251598,4.854509616,11.23535511,74.2,9,3.265783286,3.14859264,2.36322665,-1.012830828,-0.268390877,3.307588508,-0.268390877
19750630,5.906,6.162,6.701,7.061,7.337,7.291,7.597,7.6212,9.183673469,5.55,3.71,7.96,95.19,0.0877,0.1062,0.0292,0.0304,0.0534,6.340921554,8.786135579,3.594868455,4.216940097,-12.43026941,5.086457783,45.1,-2.68580684,10.13667325,10.44575811,12.10266324,74.6,8.8,2.994111665,3.021346928,2.256867896,-1.012275427,-0.570445633,3.107547672,-0.570445633
19750731,6.203,6.387,7.168,7.537,7.767,7.73,7.833,7.7142,9.53346856,6.1,3.71,7.8933,88.75,0.0884,0.1055,-0.0087,-0.003,0.0613,6.102110633,9.105996552,1.350983074,6.348459517,-11.36364628,5.158943713,47.2,-2.401628922,10.34239122,4.255961442,10.27004343,75.2,8.6,2.680166034,2.788836521,1.858388257,-1.066669081,-1.105814928,2.835980742,-1.105814928
19750829,6.101,6.501,7.299,7.646,7.779,7.864,7.975,7.9025,8.617234469,6.14,3.71,7.8267,86.88,0.0895,0.1059,-0.0068,-0.0175,0.0644,6.049360315,8.265990569,2.586032547,14.01153617,-9.526025106,5.302621946,51.4,-1.880997599,9.260060193,0.158856269,9.242808914,75.8,8.4,2.325877685,2.494424707,1.691477809,-1.271177764,-1.564296976,2.503028681,-1.564296976
19750930,6.486,6.729,7.531,8.004,8.016,8.251,8.11,8.1502,7.90513834,6.24,3.71,7.76,83.87,0.0895,0.1061,-0.0098,-0.0126,0.0642,5.580847193,7.608230646,3.136150285,8.439870405,-8.341130376,5.271978851,54.4,-1.77359217,9.978013819,5.743204909,8.808507906,76.6,8.4,1.845484096,2.216683799,1.339934073,-1.294206048,-2.157784841,2.134433469,-2.157784841
19751031,5.479,5.801,6.149,6.908,7.109,7.287,7.539,7.7593,7.647058824,5.82,3.7,7.8267,89.04,0.0886,0.1062,0.0475,0.0553,0.0596,5.337446059,7.368771579,3.347855115,30.70250353,-7.584874608,4.743972507,55.5,-1.398570458,10.09641715,2.962024806,7.823275243,76.7,8.4,1.663725631,1.961405291,0.927987459,-1.214938572,-2.551605937,1.900188847,-2.551605937
19751128,5.357,5.656,6.42,7.133,7.319,7.35,7.705,7.9271,7.378640777,5.22,3.69,7.8933,91.24,0.0878,0.1056,-0.0109,-0.0088,0.0548,5.946550004,7.119110086,3.958938544,41.28452154,-3.97036914,5.02227179,54.5,-0.743888821,11.80958452,0.311042241,6.187540372,76.8,8.3,0.926976941,1.464386467,0.856947648,-1.316146001,-2.763277356,1.282342145,-2.763277356
19751231,5.396,5.308,5.974,6.614,6.948,7.119,7.354,7.6472,7.129094412,5.2,3.68,7.96,90.19,0.0879,0.1056,0.039,0.0442,0.0544,5.486608009,6.886441108,4.165846467,47.26978383,0.874235272,4.679418929,54.9,0.462505803,12.71613647,3.984590855,6.354068304,77.6,8.2,-0.144647925,0.766103787,0.722784507,-1.307489186,-2.828692001,0.414515074,-2.828692001
19760130,4.654,4.824,5.515,6.316,6.872,7.163,7.379,7.6687,6.692160612,4.87,3.6833,8.1933,100.86,0.086,0.1041,0.009,0.0188,0.0487,6.100734811,6.477749832,5.029167593,37.12319365,3.666762125,5.143691065,58.8,1.551990998,12.67371044,5.547915232,5.657035149,78.6,7.9,-0.884567202,0.003461439,0.251543615,-1.26365486,-2.702576267,-0.360048778,-2.702576267
19760227,4.776,5.101,6.011,6.665,7.042,7.19,7.332,7.5459,6.273764259,4.77,3.6867,8.4267,99.71,0.0855,0.1024,0.0062,0.0061,0.0488,6.48084631,6.084826042,5.777907505,42.26934121,6.954396478,5.54897382,61.5,2.437578952,11.31703105,7.002860436,5.666751991,79.1,7.7,-1.465805233,-0.563575183,-0.190823938,-1.078886279,-2.453020808,-0.949421339,-2.453020808
19760331,4.868,5.071,5.993,6.616,6.932,7.16,7.289,7.5139,6.060606061,4.84,3.69,8.66,102.77,0.0852,0.1012,0.0166,0.0167,0.05,6.23902926,5.884050002,6.199213386,21.42995265,8.101556413,5.281284284,58.4,3.083135444,11.83196603,7.423305815,5.833557701,79,7.6,-1.754769031,-0.884318773,-0.200464598,-1.000961105,-2.248782581,-1.266510087,-2.248782581
19760430,4.806,5.009,5.982,6.561,6.873,7.009,7.264,7.4965,5.849056604,4.82,3.7133,8.8567,101.64,0.084,0.0994,0.0018,-0.0015,0.0486,6.64144429,5.684389898,4.493422162,11.79876392,8.644502494,6.415584079,60.6,3.634288866,12.30453292,7.134304883,5.452798707,79.3,7.7,-1.782784616,-1.082731626,-0.146826738,-1.12222851,-2.120059549,-1.38713379,-2.120059549
19760528,5.274,5.605,6.647,7.216,7.394,7.528,7.617,7.7251,6.214689266,5.29,3.7367,9.0533,100.18,0.0858,0.0986,-0.0158,-0.0103,0.052,7.013182377,6.029223026,-1.142542391,-1.566611674,9.330859123,5.976676811,58.8,3.447953999,9.689196649,3.846628083,5.094480162,79.5,7.4,-1.687366094,-1.268228468,-0.276275896,-0.741475567,-1.530248533,-1.473736775,-1.530248533
19760630,5.368,5.482,6.342,6.916,7.104,7.355,7.462,7.6571,5.981308411,5.48,3.76,9.25,104.28,0.0862,0.0989,0.0208,0.015,0.0541,6.559728249,5.809255683,2.504697931,5.925077748,8.64792676,4.603685381,58.2,3.665697955,10.48750081,5.842229412,4.392598046,79.4,7.6,-1.48227974,-1.119560984,-0.311097203,-0.51723055,-1.458534584,-1.292324482,-1.458534584
19760730,5.163,5.276,6.018,6.653,6.903,7.158,7.266,7.6524,5.555555556,5.31,3.79,9.35,103.44,0.0856,0.0982,0.0078,0.0149,0.0523,6.94156151,5.406722127,4.653362506,15.44017154,8.166991889,4.80531704,55.9,3.554758402,10.01610556,3.774032798,3.862780823,79.6,7.8,-1.298488959,-1.048812509,-0.11998833,-0.707419226,-1.485035874,-1.174114157,-1.485035874
19760831,4.876,5.236,5.822,6.477,6.663,6.983,7.162,7.5385,5.719557196,5.29,3.82,9.45,102.91,0.0845,0.0964,0.0211,0.0231,0.0514,7.080813415,5.561971528,4.117528327,13.52966181,7.970374069,4.968251777,54.5,3.251634823,10.06273211,0.947874395,3.339208406,80,7.8,-1.174704647,-0.871629343,-0.269261704,-0.861675559,-1.000740495,-1.01376937,-1.000740495
19760930,5.143,5.163,5.722,6.222,6.567,6.727,7.006,7.464,5.494505495,5.25,3.85,9.55,105.24,0.0838,0.094,0.0145,0.0167,0.0508,7.246630325,5.348868495,3.795166102,22.45813661,6.996119437,4.907486645,53.6,3.386184368,10.24743742,-1.720136236,2.990256017,80.1,7.6,-0.885648594,-0.914753474,-0.504878933,-0.865778344,-0.824082245,-0.921002698,-0.824082245
19761029,4.817,4.988,5.423,5.954,6.23,6.472,6.727,7.3229,5.464480874,5.02,3.9167,9.67,102.9,0.0832,0.0929,0.0084,0.007,0.0492,7.21756044,5.320403606,3.20048405,15.0625826,6.679399388,6.126447653,53.5,3.010898172,10.37994406,-3.278982282,2.64041742,80,7.7,-0.904026349,-0.747927028,-0.393706484,-0.810567597,-0.672281791,-0.82267546,-0.672281791
19761130,4.419,4.507,4.915,5.326,5.604,5.857,6.052,7.0199,5.063291139,4.95,3.9833,9.79,102.1,0.0825,0.0923,0.0339,0.0319,0.0475,7.160115082,4.939275533,4.150539342,7.777770104,7.890731995,5.306819297,51.7,3.239980454,10.01761241,-1.564977167,3.117561747,81,7.8,-1.224855163,-0.768766848,-0.411270665,-0.669360363,-0.57647757,-0.959535027,-0.57647757
19761231,4.308,4.424,4.768,5.299,5.682,5.771,6.089,6.7344,5.035971223,4.65,4.05,9.91,107.46,0.0798,0.0912,0.0327,0.0347,0.0435,7.131734098,4.913268858,4.322605896,13.67027412,7.662029442,6.299228739,56.6,3.068426131,10.37890789,0.778214044,3.755543383,81.6,7.8,-1.327678139,-0.737095209,-0.881161086,-0.823847682,-0.447182962,-0.979598146,-0.447182962
19770131,4.622,4.897,5.587,6.077,6.481,6.712,6.754,7.2299,5.197132616,4.61,4.0967,9.9667,102.03,0.0796,0.0908,-0.0388,-0.0303,0.0462,7.089582163,5.066585745,3.280952509,31.34661896,5.634025924,6.726331846,54.8,2.746438278,9.272018426,2.042490485,4.082199452,80.9,7.5,-0.781550372,-0.538649374,-0.374023739,-0.630915634,-0.223145727,-0.634409699,-0.223145727
19770228,4.531,4.835,5.458,5.988,6.413,6.759,6.876,7.3216,6.082289803,4.68,4.1433,10.0233,99.82,0.0804,0.0912,-0.0049,-0.002,0.0467,7.034148936,5.904492584,1.624308255,26.45119804,6.159773686,6.644259577,55,2.715993833,10.53875131,5.635293655,5.362779603,81.9,7.6,-0.923552133,-0.495119756,-0.795395798,-0.490420903,0.121471253,-0.661963583,0.121471253
19770331,4.623,4.63,5.352,5.915,6.351,6.672,6.857,7.3364,6.428571429,4.69,4.19,10.08,98.42,0.081,0.0912,0.0091,0.0094,0.046,7.194549744,6.230388334,2.644718024,38.89734065,7.290565337,6.883065233,58.4,2.919678843,10.46628475,7.966740273,5.984000036,82.8,7.4,-1.128658548,-0.668137837,-1.126492535,-0.475736882,0.363575376,-0.856307431,0.363575376
19770429,4.561,4.783,5.426,6.001,6.308,6.709,6.83,7.3478,6.951871658,4.73,4.2467,10.1933,98.44,0.0804,0.0907,0.0071,0.01,0.0454,7.539801748,6.720874969,2.724175384,26.82639866,7.679945863,7.323916237,56.9,3.027127917,10.25396393,6.659040519,5.955097963,83.4,7.2,-1.105479381,-0.793503018,-0.906318215,-0.35001256,0.539353994,-0.934229717,0.539353994
19770531,5.018,5.133,5.645,6.081,6.332,6.653,6.798,7.3335,6.737588652,5.35,4.3033,10.3067,96.12,0.0805,0.0901,0.0125,0.0106,0.0496,7.296901987,6.520319381,2.711312769,34.76873074,8.035820787,6.736665003,59.7,3.442719177,11.28973063,6.09945127,6.412452817,83.8,7,-1.171940234,-0.852016867,-1.070219426,-0.240476707,0.395473169,-0.998005713,0.395473169
19770630,5.011,5.081,5.609,5.972,6.172,6.463,6.615,7.1804,6.701940035,5.39,4.36,10.42,100.48,0.0795,0.0891,0.0164,0.0175,0.0502,7.453305186,6.48691543,3.048953858,30.902626,8.770845539,7.21003522,56.8,3.845677266,10.24366649,0.459067371,6.557104575,84.2,7.2,-1.269363487,-1.072860367,-1.058004357,-0.328012625,0.497441235,-1.168809121,0.497441235
19770729,5.479,5.512,6.119,6.372,6.512,6.782,6.907,7.3018,6.666666667,5.42,4.4067,10.5167,98.85,0.0794,0.0887,-0.007,-0.0005,0.0519,7.410797215,6.453852114,3.065119196,12.84355998,8.348236845,7.673760241,57.7,4.052727883,10.78377154,-0.154440185,6.536190529,84.1,6.9,-1.219138026,-1.139168637,-0.991535613,-0.291721143,0.559759322,-1.191459385,0.559759322
